4096		# total colors
16		# column width
# palette data r,g,b,a
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
14,0,0,255
31,0,0,255
45,14,0,255
81,31,14,255
98,45,31,255
112,67,45,255
0,0,0,255
45,14,0,255
0,45,14,255
0,67,14,255
0,81,31,255
0,98,31,255
67,31,0,255
81,45,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,143,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,0,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,157,157,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,210,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
174,174,188,255
143,143,157,255
112,112,143,255
98,98,112,255
81,81,98,255
67,67,81,255
45,45,67,255
0,0,0,255
174,174,188,255
143,143,157,255
112,112,143,255
98,98,112,255
81,81,98,255
67,67,81,255
45,45,67,255
0,0,0,255
174,174,188,255
143,143,157,255
112,112,143,255
98,98,112,255
81,81,98,255
67,67,81,255
45,45,67,255
0,0,0,255
255,0,0,255
143,0,0,255
98,0,0,255
98,98,98,255
67,67,67,255
45,45,45,255
210,174,143,255
174,143,98,255
157,112,81,255
31,31,0,255
98,81,0,255
143,143,143,255
210,210,210,255
0,0,0,255
0,0,0,255
0,0,0,255
224,224,224,255
157,157,157,255
98,98,98,255
224,224,224,255
157,157,157,255
98,98,98,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,0,210,255
143,0,143,255
0,174,0,255
0,143,0,255
45,81,67,255
210,0,0,255
143,0,0,255
98,0,0,255
210,210,0,255
157,157,157,255
0,0,210,255
0,0,143,255
0,0,98,255
188,188,188,255
0,0,0,255
0,0,0,255
255,143,0,255
157,81,0,255
174,0,0,255
143,0,0,255
67,0,0,255
210,210,210,255
143,143,143,255
67,67,67,255
210,210,0,255
98,67,0,255
174,0,0,255
143,0,0,255
67,0,0,255
143,143,143,255
0,0,0,255
0,0,0,255
210,210,210,255
143,143,143,255
0,174,0,255
0,143,0,255
0,67,0,255
174,0,0,255
143,0,0,255
67,0,0,255
210,210,0,255
210,210,210,255
0,174,0,255
0,143,0,255
0,67,0,255
210,210,210,255
0,0,0,255
0,0,0,255
98,98,98,255
67,67,67,255
210,210,210,255
143,143,143,255
67,67,67,255
174,0,0,255
143,0,0,255
67,0,0,255
210,210,0,255
98,67,0,255
210,210,210,255
143,143,143,255
67,67,67,255
143,143,143,255
0,0,0,255
0,0,0,255
210,174,0,255
143,98,0,255
0,0,210,255
0,0,143,255
0,0,67,255
210,174,0,255
174,143,0,255
143,98,0,255
210,210,0,255
157,157,157,255
174,0,0,255
143,0,0,255
67,0,0,255
188,188,188,255
241,241,241,255
0,0,0,255
0,0,210,255
0,0,143,255
210,0,210,255
143,0,143,255
67,0,67,255
210,210,210,255
143,143,143,255
67,67,67,255
210,210,0,255
210,210,0,255
210,0,210,255
143,0,143,255
67,0,67,255
143,143,143,255
0,0,0,255
0,0,0,255
98,67,0,255
67,31,0,255
67,67,67,255
31,31,31,255
0,0,0,255
210,210,0,255
143,143,0,255
67,67,0,255
210,0,0,255
143,0,0,255
67,0,0,255
31,31,31,255
0,0,0,255
210,210,210,255
0,0,0,255
0,0,0,255
0,143,0,255
0,67,0,255
98,67,0,255
67,31,0,255
31,14,0,255
174,0,0,255
143,0,0,255
67,0,0,255
210,210,0,255
143,0,0,255
98,67,0,255
67,31,0,255
31,14,0,255
210,210,210,255
0,0,0,255
0,0,0,255
210,174,0,255
174,143,0,255
143,98,0,255
174,0,0,255
143,0,0,255
81,0,0,255
81,81,81,255
67,67,67,255
45,45,45,255
98,81,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,174,0,255
174,143,0,255
143,98,0,255
174,0,0,255
143,0,0,255
81,0,0,255
81,81,81,255
67,67,67,255
45,45,45,255
98,81,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
31,31,31,255
45,45,45,255
67,67,67,255
81,81,81,255
98,98,98,255
157,157,157,255
188,188,188,255
31,0,31,255
67,0,67,255
98,0,98,255
143,0,143,255
143,0,0,255
174,0,174,255
143,143,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
81,255,255,255
0,241,188,255
0,210,174,255
0,174,157,255
0,157,157,255
0,143,143,255
0,112,112,255
0,98,98,255
0,81,81,255
0,67,67,255
0,45,45,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,0,255
255,174,0,255
241,157,0,255
241,143,0,255
241,98,0,255
241,67,0,255
255,0,0,255
224,0,0,255
188,0,0,255
157,0,0,255
98,0,0,255
81,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,210,255
0,0,143,255
0,0,67,255
210,174,143,255
174,143,98,255
157,112,81,255
81,0,0,255
112,0,0,255
157,0,0,255
112,0,0,255
174,0,0,255
98,67,67,255
174,174,174,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,210,255
0,0,143,255
0,0,67,255
210,174,143,255
174,143,98,255
157,112,81,255
81,0,0,255
112,0,0,255
157,0,0,255
45,45,45,255
81,81,81,255
112,112,112,255
157,157,157,255
224,224,224,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,210,210,255
31,31,31,255
45,45,45,255
81,81,81,255
67,31,0,255
112,31,0,255
174,81,0,255
241,143,0,255
67,67,67,255
67,31,45,255
98,31,67,255
255,255,0,255
0,67,143,255
0,112,188,255
67,0,0,255
0,0,0,255
210,210,210,255
45,31,0,255
67,31,31,255
98,45,14,255
67,31,0,255
112,31,0,255
174,81,0,255
241,143,0,255
81,45,31,255
67,31,45,255
98,31,67,255
255,255,0,255
174,98,31,255
224,174,98,255
67,0,0,255
0,0,0,255
0,0,0,255
0,31,31,255
14,45,45,255
31,67,67,255
45,81,81,255
45,0,0,255
67,14,0,255
67,31,0,255
98,67,0,255
45,14,31,255
67,31,45,255
81,45,67,255
98,67,67,255
210,174,0,255
174,174,174,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
98,0,0,255
157,0,0,255
210,0,0,255
255,0,0,255
255,81,0,255
255,174,0,255
255,255,0,255
0,0,0,255
67,67,67,255
98,98,98,255
174,174,174,255
224,224,224,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
14,14,14,255
67,67,67,255
98,98,98,255
157,157,157,255
188,188,188,255
224,224,224,255
255,255,255,255
255,0,0,255
255,255,0,255
143,0,0,255
174,174,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,98,81,255
0,98,112,255
143,255,174,255
0,157,157,255
0,112,112,255
0,112,112,255
0,98,81,255
0,98,112,255
143,255,174,255
0,157,157,255
0,112,112,255
0,157,157,255
0,98,81,255
0,98,112,255
143,255,174,255
0,0,0,255
143,255,174,255
0,157,157,255
0,98,81,255
143,255,174,255
0,98,112,255
0,157,157,255
0,112,112,255
0,112,112,255
0,98,81,255
0,98,112,255
143,255,174,255
0,98,81,255
0,112,112,255
0,157,157,255
0,98,112,255
0,0,0,255
0,112,112,255
143,255,174,255
0,157,157,255
0,98,81,255
143,255,174,255
0,98,81,255
0,98,112,255
0,157,157,255
0,98,112,255
0,112,112,255
0,98,81,255
0,112,112,255
0,98,112,255
143,255,174,255
0,157,157,255
0,0,0,255
210,174,0,255
174,143,0,255
255,174,0,255
241,67,0,255
255,81,0,255
210,174,0,255
174,143,0,255
255,174,0,255
241,67,0,255
255,81,0,255
210,174,0,255
174,143,0,255
255,174,0,255
241,67,0,255
255,81,0,255
0,0,0,255
255,174,0,255
241,67,0,255
210,174,0,255
174,143,0,255
241,67,0,255
241,67,0,255
255,174,0,255
210,174,0,255
210,174,0,255
174,143,0,255
255,81,0,255
255,174,0,255
174,143,0,255
255,81,0,255
255,81,0,255
0,0,0,255
241,67,0,255
210,174,0,255
255,81,0,255
255,174,0,255
210,174,0,255
255,174,0,255
241,67,0,255
174,143,0,255
255,174,0,255
255,81,0,255
174,143,0,255
174,143,0,255
241,67,0,255
255,81,0,255
210,174,0,255
0,0,0,255
255,255,255,255
255,255,0,255
143,0,0,255
157,0,0,255
174,0,0,255
45,81,67,255
255,0,0,255
255,255,255,255
0,0,0,255
0,0,0,255
98,255,188,255
67,224,157,255
31,188,112,255
14,157,81,255
0,112,45,255
0,0,0,255
45,0,0,255
67,0,0,255
81,0,0,255
98,14,0,255
112,31,0,255
143,45,0,255
157,67,14,255
174,81,31,255
174,98,45,255
174,112,67,255
174,143,81,255
143,0,0,255
174,0,0,255
210,0,0,255
255,0,0,255
0,0,0,255
0,0,0,255
31,31,67,255
14,14,31,255
0,0,14,255
112,31,0,255
188,98,112,255
255,255,0,255
45,45,67,255
67,67,81,255
81,81,98,255
98,98,112,255
112,112,143,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
0,67,255,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
210,0,210,255
0,0,0,255
0,0,0,255
210,0,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
210,0,210,255
0,0,0,255
0,0,0,255
210,0,210,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
255,255,0,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
0,0,0,255
255,255,0,255
0,0,0,255
0,0,0,255
255,255,255,255
0,0,0,255
255,255,255,255
0,0,0,255
0,0,0,255
255,255,255,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,255,255
0,0,0,255
0,0,0,255
255,255,255,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
14,14,0,255
45,14,0,255
81,14,0,255
224,98,31,255
224,98,67,255
224,112,81,255
241,143,81,255
255,157,98,255
255,174,112,255
255,188,143,255
255,210,157,255
255,210,188,255
143,45,14,255
188,112,112,255
224,157,157,255
0,0,0,255
0,0,0,255
31,0,31,255
67,0,67,255
98,0,98,255
45,0,0,255
81,0,0,255
112,0,0,255
0,0,45,255
0,0,98,255
0,0,143,255
0,31,0,255
0,67,0,255
14,112,14,255
157,157,0,255
0,0,0,255
0,0,0,255
0,0,0,255
14,45,14,255
14,81,45,255
14,112,45,255
45,143,67,255
45,157,98,255
67,188,98,255
98,241,143,255
143,255,174,255
188,255,188,255
224,255,224,255
255,255,255,255
210,31,31,255
174,0,0,255
112,0,0,255
0,0,0,255
14,14,0,255
45,14,0,255
81,14,0,255
224,98,31,255
224,98,67,255
224,112,81,255
241,143,81,255
255,157,98,255
255,174,112,255
255,188,143,255
255,210,157,255
255,210,188,255
143,45,14,255
174,67,31,255
0,0,0,255
0,0,0,255
45,0,0,255
112,0,0,255
157,0,0,255
188,0,0,255
224,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,255,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
255,255,0,255
0,0,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,210,0,255
0,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
255,0,0,255
0,0,0,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
81,255,255,255
0,0,0,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
174,255,255,255
0,0,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
241,143,0,255
0,0,0,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
112,112,112,255
112,81,31,255
81,81,81,255
81,45,31,255
67,31,0,255
45,14,0,255
0,0,0,255
67,31,0,255
98,98,98,255
67,45,14,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
31,0,31,255
14,0,45,255
0,0,67,255
0,14,81,255
0,31,98,255
0,45,112,255
0,67,143,255
0,81,157,255
0,98,174,255
0,112,188,255
0,143,210,255
0,157,224,255
0,188,241,255
0,210,255,255
0,0,0,255
0,0,0,255
45,45,45,255
98,98,98,255
157,157,157,255
210,210,210,255
255,255,255,255
81,0,0,255
143,0,0,255
174,0,0,255
255,0,0,255
255,81,0,255
255,174,0,255
255,255,0,255
255,255,45,255
255,255,143,255
0,0,0,255
0,0,0,255
98,0,0,255
157,0,0,255
210,0,0,255
255,0,0,255
255,81,0,255
255,174,0,255
255,255,0,255
0,0,0,255
67,67,67,255
98,98,98,255
174,174,174,255
224,224,224,255
0,0,0,255
0,0,0,255
0,0,0,255
255,255,174,255
255,255,0,255
255,174,0,255
241,157,0,255
241,98,0,255
241,67,0,255
255,0,0,255
210,0,0,255
174,0,0,255
157,0,0,255
112,0,0,255
81,0,0,255
81,81,81,255
45,45,45,255
31,31,31,255
0,0,0,255
241,157,0,255
241,98,0,255
241,67,0,255
255,0,0,255
210,0,0,255
174,0,0,255
157,0,0,255
112,0,0,255
81,0,0,255
67,0,0,255
143,143,143,255
98,98,98,255
81,81,81,255
45,45,45,255
31,31,31,255
0,0,0,255
0,0,0,255
67,67,67,255
98,98,98,255
112,112,112,255
143,143,143,255
157,157,157,255
174,174,174,255
210,210,210,255
31,31,31,255
98,0,0,255
157,0,0,255
241,98,0,255
210,210,210,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
98,98,112,255
210,210,210,255
157,157,157,255
67,67,67,255
174,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
98,98,112,255
210,210,210,255
157,157,157,255
67,67,67,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
112,112,143,255
143,143,157,255
157,157,174,255
174,174,188,255
210,210,224,255
0,143,143,255
0,174,157,255
0,210,174,255
0,241,188,255
81,255,255,255
174,255,255,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
14,14,14,255
45,45,67,255
98,98,112,255
143,143,157,255
174,174,188,255
210,210,224,255
210,174,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,14,255
0,0,31,255
14,14,45,255
45,45,67,255
67,67,81,255
81,81,98,255
98,98,112,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
0,0,0,255
